jumlah_case_base,jumlah_query_evaluasi,retrieval_method,prediction_method,retrieval_accuracy_at_5,prediction_accuracy,output_retrieval_metrics,output_retrieval_eval_details,output_prediction_metrics,output_prediction_eval_details,output_analysis
30,6,TF-IDF + Cosine Similarity,Majority vote from top-5 similar cases,1.0,1.0,/content/cbr-putusan-penganiayaan/data/results/retrieval_metrics.csv,/content/cbr-putusan-penganiayaan/data/results/retrieval_eval_details.csv,/content/cbr-putusan-penganiayaan/data/results/prediction_metrics.csv,/content/cbr-putusan-penganiayaan/data/results/prediction_eval_details.csv,/content/cbr-putusan-penganiayaan/data/results/evaluation_analysis.txt
